Nome,Tipo,Cidade,Contato,Decisor,Dor provável,Status,Próxima ação
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
,,,,,,, 
